24-08-10 16:08:53,r1,921,171
24-08-10 16:09:09,r1,912,166
24-08-10 16:09:14,r1,920,161
24-08-10 16:09:21,fight,886,326
24-08-10 16:09:24,fight,892,317
24-08-10 16:09:52,win_jiangli,598,416
24-08-10 16:09:58,r1,902,192
24-08-10 16:10:00,fight,908,317
24-08-10 16:10:06,ready,1071,523
24-08-10 16:10:10,ready,1040,530
24-08-10 23:08:20,r1,634,436
24-08-10 23:08:21,r1,648,326
24-08-10 23:08:25,r0,642,521
24-08-10 23:08:28,fight,597,384
24-08-10 23:08:39,ready,1077,535
24-08-10 23:08:42,ready,1061,525
24-08-10 23:08:59,win_jiangli,507,380
24-08-10 23:09:04,win_jiangli,512,380
24-08-10 23:09:06,r0,934,390
24-08-10 23:09:06,r0,535,135
24-08-10 23:09:09,fight,906,534
24-08-10 23:09:09,fight,906,534
24-08-10 23:09:17,ready,1004,527
24-08-10 23:09:41,win_shengli,833,464
24-08-10 23:09:44,win_jiangli,691,416
24-08-10 23:09:47,win_jiangli,571,353
24-08-10 23:09:47,win_jiangli,571,353
24-08-10 23:09:53,r0,957,397
24-08-10 23:09:56,fight,892,546
24-08-10 23:10:03,ready,1052,504
24-08-10 23:10:06,ready,1059,521
24-08-10 23:10:26,win_shengli,790,450
24-08-10 23:10:26,win_shengli,790,450
24-08-10 23:10:29,win_jiangli,707,437
24-08-10 23:10:36,r1,929,294
24-08-10 23:10:39,fight,903,407
24-08-10 23:10:44,r0,607,322
24-08-10 23:10:49,ready,1046,535
24-08-10 23:11:11,win_jiangli,665,393
24-08-10 23:11:18,r1,588,292
24-08-10 23:11:18,r1,1075,507
24-08-10 23:11:19,fight,606,465
24-08-10 23:11:25,ready,1059,512
24-08-10 23:11:27,ready,1015,516
24-08-10 23:11:59,win_jiangli,607,384
24-08-10 23:12:06,r1,949,341
24-08-10 23:12:10,fight,868,456
24-08-10 23:12:10,fight,685,423
24-08-10 23:12:17,ready,1037,528
24-08-10 23:12:35,win_shengli,766,444
24-08-10 23:12:56,win_jiangli,672,440
24-08-10 23:13:03,r1,914,421
24-08-10 23:13:05,fight,926,578
24-08-10 23:13:12,ready,1062,513
24-08-10 23:13:30,win_shengli,805,449
24-08-10 23:13:32,win_jiangli,548,371
24-08-10 23:13:34,win_jiangli,582,489
24-08-10 23:13:39,r0,927,441
24-08-10 23:13:42,fight,872,582
24-08-10 23:13:50,ready,1084,519
24-08-10 23:14:13,win_jiangli2,732,485
24-08-10 23:14:20,r0,944,425
24-08-10 23:14:22,fight,892,568
24-08-10 23:14:27,r0,606,314
24-08-10 23:14:30,ready,1063,511
24-08-10 23:14:46,win_shengli,821,484
24-08-10 23:14:49,win_jiangli,571,411
24-08-10 23:14:55,r0,939,450
24-08-10 23:14:57,fight,876,578
24-08-10 23:15:04,ready,1054,512
24-08-10 23:15:26,win_shengli,813,407
24-08-10 23:15:30,win_jiangli,644,456
24-08-10 23:15:35,r0,924,430
24-08-10 23:15:38,fight,879,574
24-08-10 23:15:44,ready,1041,528
24-08-10 23:15:46,ready,1052,527
24-08-10 23:15:57,win_shengli,792,438
24-08-10 23:16:00,win_jiangli,559,417
24-08-10 23:16:08,r0,934,442
24-08-10 23:16:12,fight,914,587
24-08-10 23:16:18,ready,1045,520
24-08-10 23:16:32,win_shengli,806,223
24-08-10 23:16:34,win_jiangli2,709,507
24-08-10 23:16:39,r0,930,438
24-08-10 23:16:43,fight,870,562
24-08-10 23:16:47,r0,621,326
24-08-10 23:16:51,ready,1040,528
24-08-10 23:17:02,win_shengli,798,232
24-08-10 23:17:04,win_jiangli,612,382
24-08-10 23:17:10,r0,941,445
24-08-10 23:17:14,fight,867,569
24-08-10 23:17:22,ready,1067,511
24-08-10 23:18:18,win_jiangli2,689,488
24-08-10 23:18:21,win_jiangli,572,423
24-08-10 23:18:27,r0,988,437
24-08-10 23:18:31,r0,970,436
24-08-10 23:18:47,r0,928,430
24-08-10 23:18:51,fight,895,568
24-08-10 23:19:09,win_jiangli,583,406
24-08-10 23:19:17,r0,890,435
24-08-10 23:19:21,fight,865,566
24-08-10 23:19:27,ready,1008,520
24-08-10 23:19:29,ready,1016,480
24-08-10 23:19:45,win_shengli,768,213
24-08-10 23:19:48,win_jiangli,700,418
24-08-10 23:19:53,r0,974,443
24-08-10 23:19:56,r0,930,409
24-08-10 23:19:59,fight,863,570
24-08-10 23:20:03,r0,590,309
24-08-10 23:20:03,r0,694,414
24-08-10 23:20:07,ready,1052,512
24-08-10 23:20:17,win_shengli,818,409
24-08-10 23:20:20,win_jiangli,550,420
24-08-10 23:20:26,r0,917,434
24-08-10 23:20:29,fight,869,567
24-08-10 23:20:33,r0,622,343
24-08-10 23:20:36,ready,1048,528
24-08-10 23:20:48,win_shengli,782,196
24-08-10 23:20:48,win_shengli,486,103
24-08-10 23:20:51,win_jiangli,571,354
24-08-10 23:20:54,win_jiangli,628,321
24-08-10 23:20:56,r0,956,434
24-08-10 23:20:59,fight,891,557
24-08-10 23:20:59,fight,891,557
24-08-10 23:21:07,ready,1066,524
24-08-10 23:21:19,win_shengli,743,191
24-08-10 23:21:22,win_jiangli,537,362
24-08-10 23:21:28,r0,946,451
24-08-10 23:21:31,fight,889,590
24-08-10 23:21:31,fight,706,437
24-08-10 23:21:36,ready,1046,531
24-08-10 23:21:36,ready,870,390
24-08-10 23:21:38,ready,1053,510
24-08-10 23:21:55,win_shengli,787,205
24-08-10 23:21:59,win_jiangli,681,489
24-08-10 23:22:06,r0,917,426
24-08-10 23:22:10,fight,879,562
24-08-10 23:22:16,ready,1061,503
24-08-10 23:22:28,win_jiangli2,885,587
24-08-10 23:22:31,win_jiangli,591,393
24-08-10 23:22:37,r0,904,412
24-08-10 23:22:40,fight,867,592
24-08-10 23:22:45,ready,1079,519
24-08-10 23:22:45,ready,914,474
24-08-10 23:22:48,ready,1049,505
24-08-10 23:23:06,win_jiangli,601,412
24-08-10 23:23:09,win_jiangli,731,428
24-08-10 23:23:10,r0,939,439
24-08-10 23:23:10,r0,714,426
24-08-10 23:23:13,fight,875,549
24-08-10 23:23:17,r0,897,432
24-08-10 23:23:21,fight,882,584
24-08-10 23:23:26,ready,1037,540
24-08-10 23:23:29,ready,1011,530
24-08-10 23:23:39,win_shengli,784,203
24-08-10 23:23:41,win_jiangli,605,470
24-08-10 23:23:45,win_jiangli,663,427
24-08-10 23:23:46,r0,922,444
24-08-10 23:23:46,r0,350,662
24-08-10 23:23:48,r0,335,609
24-08-10 23:23:52,fight,894,562
24-08-10 23:24:00,ready,1058,533
24-08-10 23:24:10,win_shengli,800,206
24-08-10 23:24:13,win_jiangli,600,397
24-08-10 23:24:18,r0,893,455
24-08-10 23:24:21,fight,894,542
24-08-10 23:24:24,r0,955,449
24-08-10 23:24:29,fight,898,592
24-08-10 23:24:34,ready,1069,541
24-08-10 23:24:52,win_shengli,810,253
24-08-10 23:24:52,win_shengli,721,452
24-08-10 23:24:54,win_jiangli,575,410
24-08-10 23:25:01,r0,917,439
24-08-10 23:25:03,fight,884,564
24-08-10 23:25:03,fight,701,411
24-08-10 23:25:08,ready,1082,520
24-08-10 23:25:11,ready,1043,534
24-08-10 23:25:11,ready,701,441
24-08-10 23:25:23,win_shengli,783,423
24-08-10 23:25:26,win_jiangli,671,425
24-08-10 23:25:31,r0,923,447
24-08-10 23:25:35,fight,898,571
24-08-10 23:25:43,ready,1064,531
24-08-10 23:26:03,win_shengli,766,152
24-08-10 23:26:07,win_jiangli,641,444
24-08-10 23:26:10,win_jiangli,688,434
24-08-10 23:26:10,win_jiangli,688,434
24-08-10 23:26:16,r0,914,485
24-08-10 23:26:23,fight,890,395
24-08-10 23:26:32,ready,1070,566
24-08-10 23:26:42,win_shengli,762,436
24-08-10 23:26:51,win_jiangli,566,361
24-08-10 23:26:58,r0,906,425
24-08-10 23:27:06,fight,918,576
24-08-10 23:27:15,r0,633,279
24-08-10 23:27:24,win_shengli,838,431
24-08-10 23:27:32,win_jiangli,596,369
24-08-10 23:27:40,r0,895,434
24-08-10 23:27:40,r0,895,434
24-08-10 23:27:48,fight,876,554
24-08-10 23:28:11,win_shengli,816,449
24-08-10 23:28:19,win_jiangli,659,428
24-08-10 23:28:27,r0,933,463
24-08-10 23:28:30,fight,870,577
24-08-10 23:28:38,ready,1066,509
24-08-10 23:28:54,win_shengli,833,173
24-08-10 23:28:58,win_jiangli,712,399
24-08-10 23:29:03,r0,938,426
24-08-10 23:29:07,fight,912,591
24-08-10 23:29:10,r0,625,321
24-08-10 23:29:12,ready,1054,513
24-08-10 23:29:25,win_jiangli,704,418
24-08-10 23:29:29,r0,957,439
24-08-10 23:29:32,fight,880,551
24-08-10 23:29:39,ready,1011,519
24-08-10 23:29:39,ready,1011,519
24-08-10 23:29:55,win_shengli,854,463
24-08-10 23:29:59,win_jiangli,715,439
24-08-10 23:30:19,r0,931,426
24-08-10 23:30:23,fight,897,581
24-08-10 23:30:31,ready,1045,512
24-08-10 23:30:44,win_jiangli,629,385
24-08-10 23:30:49,r0,930,439
24-08-10 23:30:52,fight,866,595
24-08-10 23:30:58,ready,1054,507
24-08-10 23:31:08,win_shengli,871,484
24-08-10 23:31:12,win_jiangli,629,456
24-08-10 23:31:15,win_jiangli,602,415
24-08-10 23:31:17,r0,916,429
24-08-10 23:31:20,fight,887,589
24-08-10 23:31:28,ready,1050,519
24-08-10 23:31:44,win_jiangli,710,463
24-08-10 23:31:51,r0,918,419
24-08-10 23:31:54,fight,915,597
24-08-10 23:31:54,fight,732,444
24-08-10 23:32:02,ready,1056,528
24-08-10 23:32:02,ready,788,579
24-08-10 23:32:16,win_jiangli,668,439
24-08-10 23:32:22,r0,935,462
24-08-10 23:32:26,fight,890,550
24-08-10 23:32:30,r0,954,450
24-08-10 23:32:33,fight,898,554
24-08-10 23:32:40,ready,1045,525
24-08-10 23:32:58,win_jiangli2,789,568
24-08-10 23:33:05,r0,911,420
24-08-10 23:33:07,fight,861,573
24-08-10 23:33:12,ready,1059,529
24-08-10 23:33:15,ready,1024,565
24-08-10 23:33:32,win_jiangli,729,433
24-08-10 23:33:40,r0,928,428
24-08-10 23:33:43,fight,875,590
24-08-10 23:33:49,ready,1069,542
24-08-10 23:34:00,win_shengli,827,433
24-08-10 23:34:03,win_jiangli,674,514
24-08-10 23:34:09,r0,954,452
