24-08-10 23:34:12,fight,893,568
24-08-10 23:34:18,ready,1038,518
24-08-10 23:34:18,ready,1061,328
24-08-10 23:34:32,win_shengli,808,461
24-08-10 23:34:35,win_jiangli,631,451
24-08-10 23:34:42,r0,943,432
24-08-10 23:34:46,fight,888,577
24-08-10 23:34:50,r0,623,227
24-08-10 23:34:53,r0,646,256
24-08-10 23:35:08,win_jiangli,679,428
24-08-10 23:35:14,r0,931,438
24-08-10 23:35:19,fight,931,572
24-08-10 23:35:22,r0,647,307
24-08-10 23:35:26,ready,1042,493
24-08-10 23:35:41,win_jiangli2,894,571
24-08-10 23:35:44,win_jiangli,501,369
24-08-10 23:35:47,win_jiangli,620,428
24-08-10 23:35:49,r0,933,423
24-08-10 23:35:53,fight,867,567
24-08-10 23:36:01,ready,1009,518
24-08-10 23:36:13,win_shengli,819,435
24-08-10 23:36:15,win_jiangli,682,483
24-08-10 23:36:20,r0,924,409
24-08-10 23:36:24,fight,859,555
24-08-10 23:36:31,ready,1060,535
24-08-10 23:36:31,ready,718,442
24-08-10 23:36:44,win_jiangli,552,391
24-08-10 23:36:51,r0,908,413
24-08-10 23:36:54,fight,891,580
24-08-10 23:37:01,ready,1049,504
24-08-10 23:37:01,ready,1049,504
24-08-10 23:37:46,win_jiangli,643,440
24-08-10 23:37:53,r0,941,440
24-08-10 23:37:53,r0,632,199
24-08-10 23:37:56,fight,925,576
24-08-10 23:38:00,r0,639,314
24-08-10 23:38:00,r0,639,314
24-08-10 23:38:09,r0,134,520
24-08-10 23:38:19,win_jiangli,598,451
24-08-10 23:38:26,r0,929,448
24-08-10 23:38:34,fight,848,581
24-08-10 23:38:38,r0,609,292
24-08-10 23:38:42,ready,1016,526
24-08-10 23:38:56,win_jiangli,575,389
24-08-10 23:39:01,r0,902,410
24-08-10 23:39:01,r0,491,404
24-08-10 23:39:05,fight,878,592
24-08-10 23:39:09,r0,607,303
24-08-10 23:39:25,win_jiangli,658,403
24-08-10 23:39:30,r0,914,440
24-08-10 23:39:32,fight,899,570
24-08-10 23:39:37,ready,1069,511
24-08-10 23:39:39,ready,1048,512
24-08-10 23:39:54,win_shengli,855,440
24-08-10 23:39:57,win_jiangli,630,434
24-08-10 23:40:03,r0,942,429
24-08-10 23:40:06,fight,893,579
24-08-10 23:40:25,win_jiangli,652,437
24-08-10 23:40:31,r0,946,433
24-08-10 23:40:35,fight,859,587
24-08-10 23:40:43,ready,1016,521
24-08-10 23:40:58,win_jiangli,647,446
24-08-10 23:41:02,r0,960,433
24-08-10 23:41:07,fight,925,581
24-08-10 23:41:12,ready,1026,506
24-08-10 23:41:15,ready,1067,509
24-08-10 23:41:30,win_jiangli2,718,505
24-08-10 23:41:34,win_jiangli,622,404
24-08-10 23:41:38,win_jiangli,572,463
24-08-10 23:41:40,r0,925,435
24-08-10 23:41:43,fight,891,588
24-08-10 23:41:43,fight,891,588
24-08-10 23:41:49,ready,1048,511
24-08-10 23:42:08,win_shengli,816,406
24-08-10 23:42:11,win_jiangli,620,421
24-08-10 23:42:17,r0,939,430
24-08-10 23:42:17,r0,939,430
24-08-10 23:42:20,fight,922,592
24-08-10 23:42:26,ready,1042,502
24-08-10 23:42:26,ready,700,409
24-08-10 23:42:39,win_shengli,796,227
24-08-10 23:42:42,win_jiangli,718,439
24-08-10 23:42:49,r0,938,416
24-08-10 23:42:52,fight,875,552
24-08-10 23:42:52,fight,875,552
24-08-10 23:42:56,r0,607,312
24-08-10 23:43:30,win_jiangli,618,402
24-08-10 23:43:37,r0,974,406
24-08-10 23:43:41,r0,971,430
24-08-10 23:43:45,r0,917,429
24-08-10 23:43:50,fight,895,582
24-08-10 23:43:56,ready,1014,532
24-08-10 23:44:16,win_jiangli,558,415
24-08-10 23:44:21,r0,922,430
24-08-10 23:44:25,fight,926,571
24-08-10 23:44:32,ready,1026,534
24-08-10 23:44:43,win_shengli,749,265
24-08-10 23:44:45,win_jiangli,690,447
24-08-10 23:44:52,r0,906,447
24-08-10 23:44:56,fight,873,557
24-08-10 23:45:02,ready,1049,517
24-08-10 23:45:04,ready,1058,530
24-08-10 23:45:18,win_shengli,758,204
24-08-10 23:45:21,win_jiangli,564,393
24-08-10 23:45:29,r0,928,437
24-08-10 23:45:33,fight,898,572
24-08-10 23:45:38,r0,637,319
24-08-10 23:45:38,r0,678,278
24-08-10 23:45:55,win_shengli,797,214
24-08-10 23:45:58,win_jiangli,587,363
24-08-10 23:46:04,r0,933,460
24-08-10 23:46:07,fight,884,579
24-08-10 23:46:07,fight,701,426
24-08-10 23:46:15,ready,1052,533
24-08-10 23:46:35,win_jiangli,657,417
24-08-10 23:46:39,win_jiangli,525,376
24-08-10 23:46:41,r0,949,434
24-08-10 23:46:44,fight,897,580
24-08-10 23:46:52,ready,1047,551
24-08-10 23:47:04,win_shengli,779,436
24-08-10 23:47:09,win_jiangli,533,376
24-08-10 23:47:12,win_jiangli,701,445
24-08-10 23:47:14,r0,935,437
24-08-10 23:47:17,fight,924,573
24-08-10 23:47:22,r0,634,303
24-08-10 23:47:24,ready,1036,512
24-08-10 23:47:34,win_shengli,766,235
24-08-10 23:47:37,win_jiangli,643,403
24-08-10 23:47:43,r0,888,460
24-08-10 23:47:43,r0,666,574
24-08-10 23:47:51,fight,856,602
24-08-10 23:48:11,win_jiangli,595,402
24-08-10 23:48:19,r0,957,455
24-08-10 23:48:19,r0,737,487
24-08-10 23:48:26,fight,918,565
24-08-10 23:48:35,r0,659,295
24-08-10 23:48:45,win_jiangli,782,425
24-08-10 23:48:52,r0,915,454
24-08-10 23:48:55,fight,889,570
24-08-10 23:49:06,ready,1061,505
24-08-10 23:49:53,win_jiangli,701,455
24-08-10 23:49:57,win_jiangli,548,440
24-08-10 23:49:58,r0,935,418
24-08-10 23:50:01,fight,878,599
24-08-10 23:50:36,win_jiangli,643,432
24-08-10 23:50:39,win_jiangli,618,396
24-08-10 23:50:41,r0,907,439
24-08-10 23:50:41,r0,907,439
24-08-10 23:50:45,fight,889,570
24-08-10 23:50:50,r0,600,317
24-08-10 23:50:53,ready,1031,528
24-08-10 23:51:04,win_shengli,792,476
24-08-10 23:51:07,win_jiangli,709,478
24-08-10 23:51:12,r0,916,401
24-08-10 23:51:15,fight,882,539
24-08-10 23:51:19,r0,958,436
24-08-10 23:51:23,fight,902,565
24-08-10 23:51:29,ready,1039,512
24-08-10 23:51:46,win_shengli,816,292
24-08-10 23:51:50,win_jiangli,710,505
24-08-10 23:51:55,r0,952,432
24-08-10 23:51:59,fight,903,566
24-08-10 23:52:03,ready,1098,545
24-08-10 23:52:07,ready,1018,528
24-08-10 23:52:17,win_shengli,816,173
24-08-10 23:52:20,win_jiangli,535,376
24-08-10 23:52:25,r0,898,441
24-08-10 23:52:29,fight,897,569
24-08-10 23:52:35,ready,1020,512
24-08-10 23:52:48,win_jiangli,691,437
24-08-10 23:52:55,r0,946,445
24-08-10 23:52:59,fight,931,588
24-08-10 23:52:59,fight,426,436
24-08-10 23:53:06,ready,1036,518
24-08-10 23:53:16,win_shengli,781,442
24-08-10 23:53:20,win_jiangli,550,479
24-08-10 23:53:20,win_jiangli,117,497
24-08-10 23:53:26,r0,931,439
24-08-10 23:53:28,fight,872,596
24-08-10 23:53:34,ready,1067,497
24-08-10 23:53:45,win_shengli,808,229
24-08-10 23:53:49,win_jiangli,671,407
24-08-10 23:53:56,r0,929,425
24-08-10 23:53:59,fight,868,591
24-08-10 23:53:59,fight,685,438
24-08-10 23:54:05,ready,1049,509
24-08-10 23:54:08,ready,1069,517
24-08-10 23:54:08,ready,453,526
24-08-10 23:54:20,win_jiangli,665,367
24-08-10 23:54:27,r0,949,436
24-08-10 23:54:30,fight,872,567
24-08-10 23:54:36,ready,1071,512
24-08-10 23:54:56,win_jiangli,624,467
24-08-10 23:55:02,r0,908,423
24-08-10 23:55:06,fight,876,623
24-08-10 23:55:22,r0,932,442
24-08-10 23:55:25,fight,906,606
24-08-10 23:55:30,ready,1049,519
24-08-10 23:55:52,win_shengli,803,219
24-08-10 23:55:56,win_jiangli,708,409
24-08-10 23:56:01,r0,897,441
24-08-10 23:56:05,fight,867,593
24-08-10 23:56:05,fight,867,593
24-08-10 23:56:12,ready,1057,500
24-08-10 23:56:26,win_jiangli,746,437
24-08-10 23:56:30,win_jiangli,618,421
24-08-10 23:56:34,r0,937,448
24-08-10 23:56:37,fight,893,542
24-08-10 23:56:39,r0,950,435
24-08-10 23:56:42,fight,873,595
24-08-10 23:56:47,r0,629,315
24-08-10 23:56:50,ready,1042,515
24-08-10 23:57:01,win_shengli,772,475
24-08-10 23:57:04,win_jiangli,498,399
24-08-10 23:57:11,r0,943,446
24-08-10 23:57:14,fight,873,575
24-08-10 23:57:18,r0,610,322
24-08-10 23:57:20,ready,1042,517
24-08-10 23:57:33,win_jiangli,745,458
24-08-10 23:57:41,r0,897,459
24-08-10 23:57:41,r0,672,446
24-08-10 23:57:43,fight,867,568
24-08-10 23:57:50,ready,1040,510
24-08-10 23:58:09,win_jiangli,685,432
24-08-10 23:58:18,r0,936,461
24-08-10 23:58:25,fight,899,572
24-08-10 23:58:34,ready,1019,512
24-08-10 23:58:45,win_shengli,796,449
24-08-10 23:58:47,win_jiangli,652,434
24-08-10 23:58:51,win_jiangli,616,415
24-08-10 23:58:52,r0,915,457
24-08-10 23:58:55,fight,908,582
24-08-10 23:59:02,ready,1053,511
24-08-10 23:59:27,win_shengli,806,495
24-08-10 23:59:30,win_jiangli,700,433
24-08-10 23:59:37,r0,921,430
24-08-10 23:59:40,fight,855,577
24-08-10 23:59:48,ready,1028,487
